1664312478.325663271,210059.00,3825.97227,N,07948.77884,W,1,09,0.95,43,,49,44*70
1664312479.331374033,210100.00,3825.97227,N,07948.77884,W,1,09,0.95,43,,50,45*79
1664312480.332450300,210101.00,3825.97227,N,07948.77884,W,1,09,0.95,44,47,46,46*7A
1664312481.329598852,210102.00,3825.97227,N,07948.77884,W,1,09,0.95,43,,50,45*78
1664312482.329293050,210103.00,3825.97227,N,07948.77883,W,1,09,0.95,43,,50,45*78
1664312483.329563973,210104.00,3825.97227,N,07948.77883,W,1,09,0.95,43,,50,45*78
1664312484.328420657,210105.00,3825.97227,N,07948.77883,W,1,09,0.95,43,,49,45*70
1664312485.330186270,210106.00,3825.97227,N,07948.77883,W,1,09,0.95,43,,50,45*78
1664312486.328580223,210107.00,3825.97226,N,07948.77884,W,1,09,0.95,43,,50,45*78
1664312488.307258968,210108.00,3825.97226,N,07948.77883,W,1,09,0.95,43,,50,45*78
1664312489.323797220,210109.00,3825.97226,N,07948.77883,W,1,09,0.95,44,,49,45*77
1664312490.331678122,210111.00,3825.97226,N,07948.77884,W,1,09,0.95,43,,50,46*7B
1664312492.310361485,210112.00,3825.97225,N,07948.77883,W,1,09,0.95,43,,50,46*7B
1664312493.318355010,210113.00,3825.97225,N,07948.77884,W,1,09,0.95,43,,49,46*73
1664312494.328153177,210115.00,3825.97225,N,07948.77884,W,1,09,0.95,42,47,46,46*7C
1664312495.324472810,210116.00,3825.97224,N,07948.77884,W,1,09,0.95,43,,49,46*73
1664312496.324796202,210117.00,3825.97224,N,07948.77884,W,1,09,0.95,43,,49,46*73
1664312497.329611139,210118.00,3825.97224,N,07948.77884,W,1,09,0.95,43,,49,46*73
1664312498.328929711,210119.00,3825.97223,N,07948.77884,W,1,09,0.95,43,,50,46*7B
