1664314535.327444229,213516.00,3825.84869,N,07949.07358,W,2,12,0.91,41,40,48,45*78
1664314536.320230698,213517.00,3825.84869,N,07949.07356,W,2,12,0.91,41,40,48,45*78
1664314537.334186904,213518.00,3825.84869,N,07949.07356,W,2,12,0.83,41,40,48,45*78
1664314539.306614184,213519.00,3825.84869,N,07949.07356,W,2,12,0.83,40,40,48,46*7A
1664314540.319492533,213520.00,3825.84869,N,07949.07355,W,2,12,0.83,40,40,48,46*7A
1664314541.323836305,213522.00,3825.84869,N,07949.07355,W,2,12,0.83,40,41,48,46*7B
1664314542.322609852,213523.00,3825.84869,N,07949.07355,W,2,12,0.83,40,47,41,46*7A
1664314543.330690500,213524.00,3825.84869,N,07949.07356,W,2,12,0.83,40,38,48,46*75
1664314544.332835467,213525.00,3825.84868,N,07949.07356,W,2,12,0.91,40,38,48,46*75
1664314546.310733443,213526.00,3825.84869,N,07949.07357,W,2,12,1.50,39,47,41,46*74
1664314548.306232276,213528.00,3825.84869,N,07949.07358,W,2,12,1.50,39,38,48,46*7B
1664314549.320003935,213529.00,3825.84869,N,07949.07357,W,2,12,1.50,41,39,48,46*75
1664314550.329476691,213531.00,3825.84868,N,07949.07355,W,2,12,0.91,40,39,48,46*74
1664314551.321499785,213532.00,3825.84869,N,07949.07355,W,2,12,1.50,39,40,48,46*74
1664314552.323204634,213533.00,3825.84868,N,07949.07354,W,2,12,0.91,41,41,48,46*7A
1664314553.322780229,213534.00,3825.84868,N,07949.07354,W,2,12,0.91,40,40,48,46*7A
1664314554.323095536,213535.00,3825.84868,N,07949.07355,W,2,12,0.91,41,40,48,46*7B
