1664319070.530960151,225050.00,3825.86394,N,07949.01355,W,1,03,7.36,,,14,*71
1664319071.562006815,225052.00,3825.85747,N,07949.01093,W,1,04,4.18,,38,17,*79
1664319072.584773889,225053.00,3825.85242,N,07949.01885,W,1,06,1.40,,44,23,*75
1664319073.571761815,225054.00,3825.85139,N,07949.01869,W,1,06,1.40,,43,21,*70
1664319074.585283344,225055.00,3825.85024,N,07949.01947,W,1,06,1.40,,41,30,*72
1664319076.538593906,225056.00,3825.85019,N,07949.01944,W,1,05,2.04,,22,22,*74
1664319077.547377135,225057.00,3825.84991,N,07949.01945,W,1,06,1.40,19,40,33,*78
1664319078.555023707,225059.00,3825.84825,N,07949.01958,W,1,06,1.40,19,36,15,*7D
1664319080.535252526,225100.00,3825.84769,N,07949.01979,W,1,06,1.40,,43,33,*73
1664319081.532451062,225101.00,3825.84678,N,07949.01998,W,1,06,1.40,,,06,*72
1664319082.545818201,225103.00,3825.84589,N,07949.01988,W,1,03,4.74,08,17,19,21*7D
1664319089.531605820,225110.00,3825.84423,N,07949.01993,W,1,03,3.54,,,,14*70
1664319090.536199271,225111.00,3825.84392,N,07949.01983,W,1,03,3.54,,,,14*70
1664319091.539517283,225112.00,3825.84365,N,07949.01855,W,1,03,3.54,,,15,13*73
1664319097.561090480,225118.00,3825.84602,N,07949.02125,W,1,06,1.40,26,43,28,*7C
1664319098.551185277,225119.00,3825.84528,N,07949.02101,W,1,06,1.40,,45,27,*71
1664319099.541411242,225120.00,3825.84529,N,07949.02109,W,1,04,4.26,,20,11,*77
1664319100.540648781,225121.00,3825.84529,N,07949.02108,W,1,04,4.26,,17,,*73
1664319101.541403604,225122.00,3825.84531,N,07949.02106,W,1,04,4.26,,16,,*72
1664319102.540703681,225123.00,3825.84537,N,07949.02092,W,1,04,4.26,,13,,*77
1664319103.542620068,225124.00,3825.84551,N,07949.02052,W,1,04,4.26,,10,,*74
1664319105.544680760,225126.00,3825.84589,N,07949.02022,W,1,04,1.77,,16,,*72
1664319106.540412147,225127.00,3825.84625,N,07949.02000,W,1,04,1.77,,17,,*73
1664319107.538109169,225128.00,3825.84719,N,07949.02108,W,1,04,1.77,,18,,*7C
1664319108.542727768,225129.00,3825.84748,N,07949.02067,W,1,04,1.77,,17,,*73
1664319109.547225218,225130.00,3825.84791,N,07949.02111,W,1,04,1.77,,17,,*73
1664319110.557506935,225131.00,3825.84771,N,07949.02087,W,1,05,1.70,,41,33,*70
1664319111.550336676,225132.00,3825.84709,N,07949.01987,W,1,05,1.70,23,33,27,*71
1664319112.565566347,225133.00,3825.84715,N,07949.01900,W,1,07,1.17,26,42,33,*76
1664319113.560374287,225134.00,3825.84700,N,07949.01864,W,1,07,1.17,27,42,32,*76
1664319114.559953930,225135.00,3825.84706,N,07949.01857,W,1,07,1.17,,43,33,42*7B
1664319115.552287928,225136.00,3825.84686,N,07949.01864,W,1,07,1.17,27,40,30,*75
1664319116.559954768,225137.00,3825.84689,N,07949.01880,W,1,07,1.17,28,40,30,*7A
1664319117.554869409,225138.00,3825.84692,N,07949.01881,W,1,07,1.17,28,40,31,*7B
