1664311852.345179128,205033.00,3825.58552,N,07949.29623,W,2,10,0.93,,51,38,36*73
1664311854.324462229,205034.00,3825.58551,N,07949.29624,W,2,11,0.84,33,51,37,32*78
1664311855.344922436,205035.00,3825.58550,N,07949.29625,W,2,11,0.84,31,51,37,32*7B
1664311856.337646417,205037.00,3825.58549,N,07949.29626,W,2,11,0.84,30,51,36,30*79
1664311857.337935534,205038.00,3825.58549,N,07949.29626,W,2,11,0.84,29,51,35,31*73
1664311858.339634001,205039.00,3825.58550,N,07949.29625,W,2,11,0.84,29,51,35,32*70
1664311859.342923961,205040.00,3825.58552,N,07949.29625,W,2,11,0.84,30,51,36,32*7B
1664311860.343425668,205041.00,3825.58554,N,07949.29624,W,2,11,0.84,29,51,36,34*75
1664311861.349832489,205042.00,3825.58555,N,07949.29624,W,2,11,0.84,28,51,35,34*77
1664311862.343426356,205043.00,3825.58556,N,07949.29623,W,2,10,0.93,,51,35,33*79
1664311863.337671017,205044.00,3825.58555,N,07949.29624,W,2,10,0.93,,51,36,32*7B
1664311864.338105467,205045.00,3825.58555,N,07949.29624,W,2,10,0.93,,50,36,33*7B
1664311865.339634366,205046.00,3825.58554,N,07949.29624,W,2,10,0.93,,50,36,33*7B
1664311867.321760062,205047.00,3825.58552,N,07949.29623,W,2,10,0.93,,50,37,32*7B
1664311868.336666084,205048.00,3825.58548,N,07949.29620,W,2,10,0.93,25,49,38,34*7D
1664311869.344887177,205050.00,3825.58544,N,07949.29617,W,2,10,0.93,,50,40,33*7A
1664311870.341756353,205051.00,3825.58544,N,07949.29615,W,2,10,0.93,45,48,,49*78
1664311871.339823251,205052.00,3825.58544,N,07949.29614,W,2,10,0.93,,50,41,28*71
1664311872.349923677,205053.00,3825.58545,N,07949.29613,W,2,11,0.84,34,49,40,32*74
1664311874.322363580,205054.00,3825.58546,N,07949.29612,W,2,11,0.84,34,48,40,32*75
1664311876.325393324,205056.00,3825.58549,N,07949.29611,W,2,11,0.84,35,49,38,27*7E
1664311877.341326909,205058.00,3825.58551,N,07949.29610,W,2,11,0.84,36,47,39,26*73
