1664311688.332994390,204748.00,3825.53998,N,07949.47809,W,2,11,0.99,42,50,44,46*71
1664311689.340044962,204749.00,3825.53997,N,07949.47810,W,2,11,0.99,40,49,44,45*78
1664311690.348678169,204751.00,3825.53998,N,07949.47809,W,2,11,0.99,43,50,44,44*73
1664311691.351151794,204752.00,3825.53999,N,07949.47809,W,2,11,0.99,43,49,43,45*7D
1664311693.337960435,204753.00,3825.54000,N,07949.47809,W,2,11,0.99,41,49,45,45*79
1664311695.333010454,204754.00,3825.54001,N,07949.47808,W,2,11,0.99,42,50,43,45*74
1664311696.345926715,204756.00,3825.54001,N,07949.47808,W,2,11,0.99,42,50,44,45*73
1664311697.356598907,204758.00,3825.54000,N,07949.47808,W,2,11,0.99,46,52,45,43*7F
1664311698.350717761,204759.00,3825.54000,N,07949.47808,W,2,11,0.99,41,50,43,46*74
1664311700.327375676,204800.00,3825.54000,N,07949.47809,W,2,11,0.99,41,50,43,46*74
1664311701.341306855,204801.00,3825.53999,N,07949.47809,W,2,11,0.99,41,50,43,46*74
1664311702.350856956,204803.00,3825.54000,N,07949.47808,W,2,11,0.99,41,50,43,46*74
1664311703.347988135,204804.00,3825.54001,N,07949.47808,W,2,11,0.99,41,50,44,45*70
1664311704.350963934,204805.00,3825.54001,N,07949.47807,W,2,11,0.99,41,50,43,46*74
1664311705.360392607,204806.00,3825.54002,N,07949.47807,W,2,11,0.99,42,50,43,46*77
1664311707.328593199,204807.00,3825.54003,N,07949.47806,W,2,11,0.99,41,51,44,46*72
1664311708.342166606,204808.00,3825.54003,N,07949.47806,W,2,11,0.99,41,50,43,45*77
1664311709.352775598,204810.00,3825.54002,N,07949.47806,W,2,11,0.99,41,50,43,46*74
1664311710.350115920,204811.00,3825.54002,N,07949.47806,W,2,11,0.99,41,50,44,46*73
1664311711.356026297,204812.00,3825.54001,N,07949.47806,W,2,11,0.99,42,50,44,46*70
1664311712.351990201,204813.00,3825.54001,N,07949.47807,W,2,11,0.99,41,50,42,45*76
1664311714.335388821,204814.00,3825.54002,N,07949.47806,W,2,11,0.99,42,49,44,47*79
