1664313876.330566617,212417.00,3825.90873,N,07949.18336,W,2,12,0.85,43,40,48,43*7B
1664313877.336535485,212418.00,3825.90874,N,07949.18336,W,2,12,0.85,44,40,48,43*7C
1664313878.330871948,212419.00,3825.90874,N,07949.18335,W,2,12,0.85,44,47,42,46*71
1664313880.313532841,212420.00,3825.90875,N,07949.18335,W,2,12,0.85,43,40,48,43*78
1664313881.321586178,212421.00,3825.90875,N,07949.18336,W,2,12,0.85,43,40,48,43*79
1664313883.321242458,212423.00,3825.90874,N,07949.18335,W,2,12,0.85,43,40,48,43*79
1664313884.329978719,212424.00,3825.90873,N,07949.18335,W,2,12,0.85,43,41,48,44*7F
1664313885.337318735,212426.00,3825.90872,N,07949.18334,W,2,12,0.77,43,41,48,44*7F
1664313887.312401116,212427.00,3825.90872,N,07949.18334,W,2,12,0.77,43,41,48,44*7F
1664313889.320829191,212429.00,3825.90872,N,07949.18334,W,2,12,0.77,43,41,48,43*78
1664313890.333175851,212431.00,3825.90873,N,07949.18333,W,2,12,0.77,43,41,48,43*78
1664313891.330059815,212432.00,3825.90873,N,07949.18334,W,2,12,0.77,43,41,48,43*78
1664313893.311436954,212433.00,3825.90873,N,07949.18335,W,2,12,0.77,43,41,48,43*78
1664313895.317400715,212435.00,3825.90872,N,07949.18335,W,2,12,0.77,43,42,48,43*7B
1664313896.321515375,212436.00,3825.90871,N,07949.18336,W,2,12,0.77,43,42,48,43*7B
